,PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,ELHTBTU8 ,ELCLBTU8 ,ELVNBTU8 ,ELWTBTU8 ,ELLTBTU8 ,ELCKBTU8 ,ELRFBTU8 ,ELOFBTU8 ,ELPCBTU8 ,ELMSBTU8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
158,193,3,5,4200,2,7,15,1,1,2,2.0,2,2,1446.07,22,1,0.0,162542.0,78904.0,0.0,87867.0,205540.0,620700.0,19358.0,8547.0,66545.0
159,194,3,7,81000,6,8,2,1,1,1,2.0,2,2,190.78,49,1,23817.0,1679824.0,593516.0,0.0,2233371.0,0.0,202952.0,409293.0,398356.0,656212.0
160,195,1,2,1500,2,3,15,1,1,1,2.0,2,2,2739.65,6,2,0.0,37548.0,27184.0,0.0,32543.0,0.0,135828.0,864.0,0.0,23403.0
161,196,4,9,54000,6,7,23,1,1,2,,2,2,444.58,41,1,317291.0,1704204.0,969453.0,0.0,3475780.0,0.0,566121.0,94202.0,134136.0,1095817.0
162,197,2,3,44000,5,2,13,1,1,2,2.0,2,2,72.3,11,1,0.0,169283.0,523096.0,5695.0,222537.0,0.0,70765.0,0.0,0.0,376561.0
163,198,3,7,4800,2,7,91,1,1,2,2.0,2,2,734.43,32,2,0.0,4773.0,1967.0,0.0,9005.0,0.0,21603.0,41.0,1149.0,45510.0
164,199,3,7,100000,6,5,12,1,1,2,2.0,2,2,72.27,49,1,23980.0,426458.0,440491.0,0.0,540947.0,0.0,40874.0,12088.0,16042.0,986951.0
165,200,3,5,16750,4,3,14,1,1,2,2.0,2,2,331.3,25,2,186508.0,226782.0,126187.0,0.0,697468.0,7339.0,103080.0,38034.0,160497.0,43220.0
166,201,3,7,6000,3,8,2,1,2,2,2.0,2,2,528.24,49,2,12586.0,71760.0,10693.0,3067.0,73324.0,0.0,16757.0,9208.0,27829.0,31911.0
167,202,2,3,320000,8,7,16,1,1,1,2.0,2,2,7.56,15,1,1349376.0,2732713.0,6913771.0,0.0,13493717.0,0.0,185603.0,1017841.0,987864.0,3801552.0
168,203,3,7,8000,3,7,5,1,1,2,2.0,2,2,2314.83,33,1,0.0,0.0,1133.0,213.0,48536.0,0.0,0.0,0.0,0.0,3346.0
169,204,2,3,17250,4,5,17,1,1,1,2.0,2,2,214.9,14,1,289184.0,112747.0,104535.0,354091.0,1019025.0,10331.0,67862.0,9223.0,29252.0,188310.0
170,205,3,5,104000,7,8,14,1,1,2,2.0,2,2,195.44,25,2,312329.0,1474067.0,269340.0,0.0,1066283.0,0.0,23452.0,32684.0,490145.0,152634.0
171,206,2,4,60000,6,6,23,1,1,1,,2,2,80.08,17,2,1619024.0,278889.0,480240.0,278205.0,1623976.0,0.0,0.0,44014.0,62672.0,463274.0
172,207,2,3,22000,4,7,26,1,1,2,2.0,2,2,776.54,13,2,0.0,4983.0,124349.0,0.0,107260.0,0.0,19944.0,3335.0,2156.0,101636.0
173,211,3,5,150000,7,6,2,1,2,1,2.0,2,2,80.65,23,1,783029.0,911557.0,636467.0,81140.0,5000828.0,0.0,562927.0,194031.0,473854.0,1116645.0
174,212,2,3,54000,6,7,1,1,2,2,2.0,2,2,199.06,16,2,35287.0,0.0,5306.0,0.0,113072.0,0.0,0.0,0.0,0.0,59139.0
175,213,3,5,320000,8,7,1,1,2,2,2.0,2,2,17.67,73,1,0.0,8408192.0,697909.0,4352.0,2144415.0,0.0,57033.0,0.0,0.0,9246838.0
176,214,2,3,21750,4,3,23,1,1,2,,2,2,53.77,13,1,261642.0,40595.0,82907.0,0.0,283581.0,10443.0,46189.0,7686.0,10944.0,80134.0
177,215,3,5,42000,5,8,18,1,1,2,2.0,2,2,246.38,21,1,539671.0,394403.0,0.0,0.0,865109.0,0.0,416131.0,49409.0,28119.0,327379.0
178,216,4,9,55000,6,8,5,1,2,2,2.0,2,2,242.54,41,1,0.0,55132.0,48243.0,18295.0,395938.0,0.0,29256.0,9031.0,54963.0,120287.0
179,217,2,4,2800,2,5,7,1,1,2,2.0,2,2,1697.96,17,1,3545.0,1799.0,5150.0,8243.0,11471.0,0.0,9558.0,4.0,928.0,12399.0
180,218,2,4,455000,8,5,16,1,1,1,1.0,2,2,20.73,18,1,0.0,8483982.0,12089440.0,0.0,15030991.0,0.0,185455.0,242939.0,1320750.0,7063859.0
181,219,3,5,74000,6,7,2,1,2,2,2.0,2,2,70.71,28,2,21285.0,1533821.0,216025.0,226534.0,1700072.0,0.0,206275.0,97480.0,1089886.0,346047.0
182,220,3,5,7000,3,6,12,1,2,2,2.0,2,2,734.43,22,1,10191.0,11517.0,1250.0,121.0,92166.0,0.0,12151.0,92.0,65.0,19703.0
183,223,4,8,800000,9,3,16,1,1,2,2.0,2,2,5.32,95,2,0.0,33366510.0,15404072.0,0.0,17719908.0,0.0,270704.0,654832.0,2185417.0,9439928.0
184,224,4,9,44000,5,8,2,1,1,2,2.0,2,2,97.69,40,2,42203.0,397804.0,85628.0,14364.0,827396.0,0.0,50577.0,53852.0,95371.0,235434.0
185,227,4,8,215000,8,7,16,1,1,1,2.0,2,2,39.89,37,1,309850.0,941167.0,2431671.0,0.0,5421485.0,72097.0,94991.0,42517.0,126634.0,1314130.0
186,228,3,6,385000,8,5,2,1,1,2,2.0,2,2,40.28,31,1,1085847.0,4902796.0,4723189.0,832997.0,20047702.0,0.0,696586.0,777425.0,2870416.0,2823362.0
187,229,3,7,3600,2,8,26,1,2,2,1.0,2,2,2546.83,32,1,0.0,0.0,0.0,0.0,31418.0,0.0,8671.0,15.0,0.0,14461.0
188,230,3,5,74000,6,5,23,1,2,2,,2,2,75.79,52,2,0.0,1793444.0,545001.0,578822.0,1689390.0,62210.0,275161.0,45787.0,65196.0,623504.0
189,231,3,5,2200,2,4,25,1,2,2,2.0,2,2,2544.74,26,2,2022.0,36309.0,1918.0,0.0,28023.0,0.0,57562.0,5557.0,4374.0,14278.0
190,232,1,2,6000,3,7,26,1,1,2,2.0,2,2,406.42,63,1,0.0,31002.0,18977.0,0.0,86056.0,0.0,22265.0,5167.0,2563.0,61889.0
191,233,2,3,132000,7,8,14,1,2,2,1.0,2,2,124.19,14,1,187009.0,153061.0,60186.0,43795.0,323617.0,11200.0,37926.0,7362.0,61011.0,32978.0
192,234,3,7,8700,3,2,1,2,2,2,2.0,2,2,1210.96,32,2,,,,,,,,,,
193,235,3,5,10750,4,6,5,1,2,2,2.0,2,2,734.43,22,1,0.0,0.0,,0.0,27104.0,0.0,0.0,0.0,0.0,14191.0
194,236,3,6,3500,2,6,5,1,1,2,2.0,2,2,2314.83,29,1,0.0,6103.0,3394.0,1530.0,15989.0,0.0,19161.0,7206.0,979.0,10027.0
195,237,4,8,1500,2,2,26,1,1,2,2.0,2,2,2226.17,37,2,0.0,0.0,3051.0,0.0,12537.0,0.0,19376.0,0.0,0.0,12756.0
196,238,3,5,10000,3,3,12,1,1,2,2.0,2,2,1210.96,23,2,0.0,30338.0,3232.0,187.0,19083.0,0.0,0.0,0.0,0.0,78389.0
197,239,1,2,10250,4,5,18,1,2,2,2.0,2,2,456.4,8,2,57525.0,61519.0,9822.0,422707.0,160805.0,0.0,11778.0,10954.0,8827.0,38444.0
198,241,3,5,4700,2,8,15,1,1,2,2.0,2,2,1446.07,56,1,71803.0,143756.0,77245.0,0.0,383669.0,0.0,53235.0,8959.0,4840.0,57481.0
199,242,2,4,13750,4,4,12,1,1,2,2.0,2,2,776.54,18,1,12174.0,19122.0,9778.0,758.0,19093.0,4326.0,16344.0,675.0,792.0,52055.0
200,243,1,2,5000,2,6,2,1,2,2,2.0,2,2,2739.65,9,1,70153.0,32213.0,4480.0,3210.0,186628.0,2598.0,48841.0,7943.0,14523.0,38753.0
201,245,3,5,12000,4,8,2,1,2,2,2.0,2,2,807.37,26,1,0.0,259467.0,15990.0,5024.0,53968.0,0.0,20587.0,10002.0,66446.0,39204.0
202,246,3,5,12750,4,5,14,1,2,2,2.0,2,2,734.43,25,1,49905.0,101149.0,47102.0,11368.0,47494.0,0.0,12144.0,650.0,815.0,19379.0
203,247,4,9,255000,8,7,2,1,1,1,2.0,2,2,31.27,40,2,105865.0,2711472.0,1249409.0,225849.0,3837152.0,0.0,141018.0,249160.0,2143572.0,2112822.0
204,249,1,2,3850,2,3,13,1,2,1,2.0,2,2,1883.06,7,2,0.0,0.0,4490.0,85.0,1686.0,572.0,3858.0,94.0,0.0,6881.0
205,251,4,8,5400,3,5,2,1,1,2,2.0,2,2,2463.5,38,1,0.0,34548.0,9286.0,1297.0,69701.0,0.0,0.0,3172.0,24097.0,35992.0
206,252,2,3,5100,3,1,91,1,1,2,2.0,2,2,780.38,11,1,2149.0,2296.0,1564.0,0.0,39360.0,0.0,5787.0,0.0,345.0,25907.0
207,253,1,1,64000,6,2,2,1,2,1,2.0,1,2,80.53,58,2,0.0,857020.0,1134262.0,213514.0,2434013.0,0.0,462905.0,135936.0,869393.0,783562.0
208,254,4,8,3300,2,6,2,1,1,2,2.0,2,2,3391.93,39,1,0.0,15610.0,2689.0,0.0,15233.0,0.0,21888.0,1456.0,2331.0,11462.0
209,255,3,6,1400,2,5,26,1,2,2,2.0,2,2,2314.83,30,2,12124.0,17461.0,2734.0,685.0,30599.0,0.0,0.0,0.0,0.0,16762.0
210,256,1,1,89000,6,1,2,1,1,2,2.0,2,2,221.72,3,2,169076.0,120966.0,605074.0,41433.0,2145018.0,0.0,138594.0,126999.0,158525.0,489357.0
211,258,1,2,15000,4,5,8,1,1,2,2.0,2,2,568.7,5,2,0.0,27201.0,106507.0,0.0,436426.0,0.0,85601.0,24431.0,122485.0,206551.0
212,259,4,9,13250,4,4,13,1,1,2,2.0,2,2,1926.09,40,1,0.0,59215.0,191717.0,0.0,93866.0,0.0,45223.0,0.0,1902.0,55520.0
213,260,4,9,106000,7,7,14,1,1,2,2.0,1,2,143.01,43,2,0.0,0.0,2109879.0,0.0,1963056.0,0.0,48975.0,53412.0,681103.0,623590.0
214,261,3,5,5100,3,4,12,1,2,2,1.0,2,2,734.43,24,1,0.0,10340.0,1778.0,1584.0,41467.0,0.0,5740.0,675.0,249.0,13561.0
215,263,3,7,31500,5,7,8,1,1,2,2.0,2,2,140.13,33,2,117872.0,236681.0,128116.0,15029.0,1001081.0,0.0,154671.0,10908.0,56149.0,223928.0
216,264,3,7,2850,2,5,15,1,1,2,2.0,2,2,1589.69,36,1,0.0,214020.0,103518.0,0.0,164056.0,105649.0,731375.0,14858.0,13430.0,68409.0
217,265,3,7,72000,6,7,5,1,2,2,2.0,2,2,190.78,36,1,2804.0,11474.0,31938.0,0.0,70880.0,0.0,0.0,0.0,375.0,49929.0
218,266,3,7,7700,3,2,25,1,1,2,2.0,2,2,1769.43,33,1,29817.0,29708.0,5820.0,0.0,37557.0,0.0,14385.0,21.0,2154.0,24976.0
219,268,3,5,4650,2,6,12,1,2,2,2.0,2,2,2544.74,26,1,2261.0,64507.0,1267.0,1323.0,18591.0,0.0,0.0,0.0,0.0,35849.0
220,270,3,6,13500,4,3,23,1,1,2,,2,2,377.81,29,1,22850.0,81546.0,58705.0,103020.0,300681.0,0.0,48974.0,8149.0,11604.0,88592.0
221,271,2,3,25500,5,3,2,1,1,2,2.0,2,2,864.37,15,1,71869.0,49056.0,74440.0,0.0,233536.0,0.0,0.0,5517.0,80054.0,125937.0
222,272,3,7,65000,6,5,18,1,1,2,2.0,2,2,211.83,33,2,167321.0,450053.0,85044.0,0.0,1807664.0,0.0,15229.0,306.0,6560.0,236407.0
223,273,1,2,52000,6,4,14,1,1,1,2.0,2,2,132.45,7,2,0.0,48475.0,421003.0,0.0,605097.0,0.0,63293.0,14081.0,76100.0,82387.0
224,274,1,2,102000,7,7,7,1,1,1,2.0,2,2,139.5,7,2,0.0,884453.0,2640384.0,0.0,3677429.0,61419.0,218968.0,32316.0,108504.0,1561445.0
225,275,1,2,1400000,10,7,24,1,1,2,,2,2,28.44,4,2,33656525.0,2952770.0,7493142.0,8681607.0,25708737.0,0.0,4127069.0,686744.0,977864.0,7096701.0
226,276,3,6,2150,2,7,6,1,2,2,2.0,2,2,2314.83,29,1,0.0,18217.0,590.0,0.0,31792.0,13053.0,215582.0,210.0,2161.0,12031.0
227,277,3,7,15750,4,6,23,1,2,2,,2,2,807.37,49,1,72914.0,312711.0,139441.0,211563.0,617482.0,0.0,100573.0,16735.0,23830.0,195612.0
228,278,3,5,28500,5,7,14,1,1,1,2.0,2,2,721.06,24,1,0.0,667606.0,702500.0,273253.0,422660.0,0.0,49582.0,10186.0,60911.0,317482.0
229,279,2,3,4400,2,1,15,1,1,2,2.0,2,2,1536.54,15,2,5515.0,3992.0,17031.0,0.0,78053.0,0.0,31649.0,201.0,0.0,7998.0
230,280,4,8,30000,5,8,5,1,1,2,2.0,2,2,1452.58,37,2,0.0,0.0,105083.0,0.0,365405.0,0.0,0.0,0.0,0.0,76663.0
231,281,3,5,27000,5,7,14,1,1,2,2.0,2,2,734.43,24,1,0.0,161441.0,165906.0,0.0,310425.0,3688.0,64268.0,3101.0,19567.0,21718.0
232,282,3,7,42500,5,6,14,1,2,2,2.0,2,2,318.68,34,1,143203.0,0.0,822684.0,0.0,446643.0,0.0,155894.0,8072.0,208064.0,118465.0
233,283,1,1,88000,6,2,4,1,1,2,2.0,2,2,165.84,2,2,0.0,183175.0,514057.0,0.0,3202707.0,0.0,429078.0,29713.0,477546.0,564279.0
234,284,2,3,54000,6,1,13,1,1,2,2.0,2,2,87.12,13,2,361559.0,408585.0,2840640.0,30331.0,1295098.0,66995.0,96676.0,36268.0,54026.0,844652.0
235,285,3,6,3500,2,5,15,1,1,2,1.0,2,2,1446.07,29,1,0.0,23079.0,9840.0,0.0,26063.0,27304.0,131926.0,70.0,0.0,17680.0
236,286,3,5,13250,4,3,2,1,1,2,2.0,2,2,364.5,21,1,29137.0,60876.0,51163.0,0.0,314982.0,0.0,72767.0,91912.0,95595.0,107690.0
237,288,3,7,230000,8,8,5,1,1,2,1.0,2,2,147.89,36,1,70409.0,421265.0,575122.0,10084.0,1826326.0,0.0,11808.0,2546.0,4399.0,406045.0
238,289,1,2,9600,3,2,12,1,1,2,2.0,2,2,869.22,63,1,0.0,294.0,3093.0,0.0,24515.0,1636.0,8854.0,423.0,227.0,19688.0
239,291,3,6,1500,2,5,26,2,2,2,2.0,2,2,3187.23,29,1,,,,,,,,,,
240,292,2,4,6000,3,3,5,1,1,2,2.0,2,2,364.88,17,2,0.0,6883.0,5938.0,1646.0,97691.0,0.0,41414.0,39.0,2389.0,18576.0
241,293,1,2,400000,8,2,14,1,1,1,2.0,2,2,4.25,102,1,0.0,2550018.0,6122917.0,0.0,6433230.0,0.0,1803272.0,1275325.0,2077323.0,1507048.0
242,294,3,5,1000000,9,5,2,1,2,1,2.0,1,2,6.04,23,1,1502643.0,8404487.0,11154968.0,414683.0,21931958.0,590403.0,1109934.0,561255.0,3243864.0,9583001.0
243,295,4,9,3850,2,7,2,1,2,2,1.0,2,2,2400.45,40,2,0.0,56074.0,11437.0,5843.0,67501.0,0.0,28502.0,20511.0,28795.0,34828.0
244,296,4,9,1800,2,7,25,1,1,2,2.0,2,2,2996.93,41,1,21.0,1767.0,1451.0,418.0,5658.0,0.0,10228.0,189.0,0.0,4151.0
245,297,2,3,3150,2,2,5,1,2,2,2.0,2,2,2724.37,14,1,0.0,0.0,,0.0,1895.0,0.0,0.0,0.0,0.0,2179.0
246,299,1,1,9800,3,7,2,1,2,2,1.0,2,2,781.6,1,1,0.0,18540.0,12701.0,3098.0,54415.0,0.0,29016.0,19191.0,13767.0,45125.0
247,300,4,9,35000,5,7,18,1,1,2,2.0,2,2,352.58,43,2,200354.0,93215.0,0.0,0.0,936560.0,0.0,309309.0,6691.0,12407.0,126122.0
248,302,2,3,50001,6,5,14,1,1,2,2.0,2,2,62.95,13,1,136317.0,55725.0,78810.0,4786.0,117249.0,2898.0,13634.0,2258.0,5110.0,17065.0
249,303,2,4,11750,4,4,15,1,2,2,1.0,2,2,353.97,19,1,0.0,44016.0,80120.0,0.0,67698.0,0.0,99842.0,1819.0,3080.0,33689.0
250,304,3,7,30500,5,8,15,1,1,2,2.0,2,2,528.24,49,1,19473.0,1218613.0,710397.0,0.0,1242389.0,407413.0,188246.0,8214.0,34561.0,263804.0
251,305,4,8,14500,4,3,14,1,2,2,2.0,1,2,358.49,107,2,0.0,0.0,441282.0,0.0,404359.0,0.0,0.0,0.0,97991.0,118576.0
252,306,3,7,24000,4,6,23,1,1,2,,2,2,187.34,33,2,0.0,209153.0,159703.0,196180.0,572584.0,0.0,93260.0,15518.0,22097.0,173778.0
253,307,2,4,14250,4,3,14,1,1,2,2.0,2,2,776.54,17,1,13471.0,13805.0,35385.0,17673.0,19497.0,0.0,17900.0,1160.0,1009.0,7982.0
254,308,1,1,255000,8,6,16,1,2,1,1.0,2,2,12.37,1,1,0.0,1542136.0,8125054.0,2042625.0,13965814.0,443765.0,1035228.0,160183.0,1049515.0,4183725.0
255,309,3,5,150000,7,7,5,1,1,2,1.0,2,2,75.21,25,2,0.0,252748.0,365395.0,22593.0,1752376.0,0.0,76412.0,27887.0,11115.0,571228.0
256,310,3,7,64000,6,6,23,1,1,2,,2,2,69.29,36,2,224761.0,1418307.0,598981.0,0.0,1856717.0,0.0,302414.0,50322.0,71654.0,633205.0
257,311,3,5,10000,3,4,25,1,2,2,2.0,2,2,2314.83,25,1,44876.0,86098.0,20911.0,0.0,176808.0,0.0,0.0,1659.0,1514.0,66724.0
258,312,1,2,4800,2,1,26,1,2,2,2.0,2,2,869.22,51,1,0.0,19862.0,24395.0,0.0,42054.0,0.0,0.0,90.0,7314.0,59160.0
259,313,3,7,90000,6,7,5,1,2,2,2.0,2,2,155.65,34,1,14976.0,187601.0,299839.0,0.0,1220254.0,0.0,123931.0,21971.0,59703.0,277938.0
260,314,1,2,59000,6,5,6,1,1,2,2.0,2,2,406.42,5,2,0.0,273908.0,605325.0,0.0,1884461.0,230904.0,9032877.0,27540.0,13424.0,425629.0
261,315,3,6,15500,4,2,8,1,1,2,2.0,2,2,2314.83,31,1,0.0,159139.0,63548.0,9956.0,283412.0,0.0,45077.0,5212.0,56396.0,224788.0
262,316,3,7,15750,4,7,14,1,2,2,1.0,2,2,1769.43,32,1,47147.0,33870.0,19642.0,16223.0,65594.0,0.0,14789.0,6056.0,11697.0,7288.0
263,317,2,3,24750,4,7,13,1,2,2,2.0,2,2,278.18,13,1,538661.0,114417.0,345142.0,2264.0,150039.0,0.0,14860.0,22305.0,84791.0,170387.0
264,318,2,3,20250,4,6,2,1,1,2,2.0,2,2,364.88,50,2,75404.0,85642.0,152295.0,0.0,438857.0,0.0,86345.0,70133.0,274894.0,184980.0
265,319,3,7,10250,4,5,5,1,2,2,2.0,2,2,3503.79,36,1,0.0,0.0,,0.0,95979.0,0.0,0.0,0.0,0.0,4027.0
266,320,3,5,40000,5,7,2,1,2,2,2.0,2,2,436.75,24,1,307671.0,656127.0,243056.0,38893.0,1115115.0,0.0,116591.0,125375.0,519932.0,370040.0
267,321,1,2,128000,7,5,2,1,1,1,2.0,2,2,88.53,10,2,574756.0,1946909.0,1150418.0,353156.0,5544602.0,0.0,306261.0,1135174.0,1474559.0,1036821.0
268,322,1,2,12000,4,7,12,1,1,2,2.0,2,2,2739.65,4,2,15532.0,21476.0,22785.0,0.0,24975.0,0.0,76528.0,20581.0,3609.0,85088.0
269,323,4,9,1250,2,5,26,1,2,2,2.0,2,2,2996.93,62,1,0.0,0.0,,2522.0,69467.0,0.0,0.0,0.0,9242.0,73827.0
270,324,3,5,12000,4,4,14,1,2,2,2.0,2,2,419.28,25,1,26668.0,99004.0,29443.0,83182.0,112138.0,0.0,20680.0,2459.0,10769.0,15530.0
271,325,3,5,76000,6,3,14,1,2,2,1.0,2,2,228.05,52,1,0.0,847579.0,311850.0,77336.0,253030.0,15251.0,28325.0,5071.0,26352.0,44906.0
272,326,2,3,2400,2,1,25,1,1,2,2.0,2,2,2459.66,14,2,0.0,3896.0,1340.0,0.0,33025.0,0.0,14385.0,256.0,0.0,7785.0
273,327,3,7,235000,8,3,1,2,1,2,2.0,2,2,11.18,36,1,,,,,,,,,,
274,328,2,3,6100,3,7,25,1,1,2,2.0,2,2,2724.37,12,1,0.0,33814.0,30630.0,21540.0,278626.0,0.0,62275.0,21281.0,57996.0,85659.0
275,331,2,3,1600000,10,2,14,1,1,2,2.0,1,2,63.07,85,2,0.0,0.0,6251031.0,0.0,10809412.0,0.0,170513.0,46795.0,454441.0,948508.0
276,332,3,6,164000,7,5,18,1,1,1,2.0,2,2,115.1,30,2,1061709.0,1258423.0,289516.0,0.0,6382631.0,153574.0,296249.0,22901.0,53174.0,725209.0
277,335,3,6,12750,4,6,5,1,1,2,2.0,2,2,734.43,31,2,64522.0,22550.0,19366.0,7731.0,114997.0,0.0,48762.0,11831.0,20420.0,46477.0
278,336,3,7,13000,4,7,12,1,2,2,2.0,2,2,807.37,49,1,13860.0,101635.0,26860.0,6160.0,223677.0,7757.0,61995.0,5874.0,5628.0,93342.0
279,337,3,5,14500,4,8,25,1,1,2,2.0,2,2,734.43,22,1,0.0,209742.0,164370.0,0.0,624908.0,0.0,160167.0,33559.0,17691.0,174562.0
280,338,2,3,8400,3,5,13,1,1,2,2.0,2,2,864.37,14,2,0.0,76677.0,161545.0,0.0,445382.0,0.0,0.0,0.0,11747.0,126055.0
281,339,4,9,1700,2,3,25,1,2,2,2.0,2,2,2226.17,43,2,19586.0,9445.0,872.0,466.0,32204.0,0.0,60067.0,423.0,1191.0,5756.0
282,340,4,8,10500,4,7,7,1,1,2,2.0,2,2,352.58,39,1,0.0,44350.0,46122.0,0.0,109711.0,0.0,118175.0,5806.0,76137.0,114970.0
283,342,2,3,3400,2,6,15,1,1,2,2.0,2,2,1701.91,12,2,258506.0,51029.0,103114.0,0.0,174665.0,180395.0,224315.0,6886.0,6629.0,58404.0
284,345,2,3,5000,2,4,25,1,2,1,2.0,2,2,2447.55,13,2,0.0,3279.0,1314.0,0.0,15589.0,0.0,0.0,0.0,0.0,4739.0
285,346,3,5,12000,4,7,25,1,2,2,2.0,2,2,734.43,25,2,34842.0,86468.0,20774.0,2477.0,316919.0,0.0,84250.0,1570.0,9509.0,75991.0
286,349,2,3,14000,4,3,12,1,1,2,2.0,2,2,2447.55,14,1,9394.0,13299.0,24335.0,0.0,99613.0,1757.0,45635.0,0.0,0.0,42283.0
287,350,1,2,108000,7,6,2,1,1,2,2.0,2,2,86.75,10,2,0.0,1256062.0,767039.0,0.0,4128850.0,0.0,0.0,381875.0,2301443.0,1185082.0
288,351,2,4,63000,6,7,14,1,1,2,2.0,2,2,116.76,19,1,386220.0,790979.0,205829.0,0.0,643533.0,0.0,112766.0,12136.0,48626.0,98797.0
289,352,1,2,9800,3,6,7,1,2,1,2.0,2,2,403.22,4,1,0.0,0.0,11677.0,18274.0,17469.0,0.0,0.0,0.0,0.0,30923.0
290,354,4,9,29000,5,8,14,1,2,2,1.0,2,2,360.63,41,2,28960.0,32148.0,158028.0,0.0,207190.0,0.0,33797.0,10574.0,28525.0,30668.0
291,355,2,4,146000,7,2,13,1,1,2,2.0,2,2,77.5,19,2,0.0,17988.0,238644.0,8.0,62863.0,0.0,3004.0,1286.0,451.0,67727.0
292,356,3,7,146000,7,5,14,1,1,2,2.0,2,2,109.64,34,2,296612.0,2528690.0,2838300.0,0.0,6725008.0,55880.0,170269.0,87747.0,387130.0,709620.0
293,357,3,7,58000,6,8,17,1,1,2,1.0,2,2,123.91,49,1,82692.0,1067623.0,643403.0,0.0,718156.0,0.0,234786.0,3476.0,5348.0,243397.0
294,358,3,5,800000,9,7,11,1,1,2,1.0,2,2,145.23,25,1,961854.0,1281319.0,2227967.0,379697.0,36272480.0,0.0,21774908.0,109328.0,237361.0,11209723.0
295,359,2,3,40000,5,5,2,1,1,2,2.0,2,2,364.88,13,2,0.0,290292.0,471444.0,0.0,1646924.0,0.0,168681.0,224616.0,887755.0,741155.0
296,360,3,5,26500,5,2,18,1,2,2,2.0,1,2,249.78,23,2,0.0,0.0,12432.0,0.0,253537.0,0.0,47306.0,545.0,50613.0,23482.0
297,362,4,9,4000,2,2,14,1,1,2,2.0,2,2,1926.09,41,1,0.0,39048.0,27123.0,0.0,43126.0,0.0,63190.0,0.0,90955.0,10545.0
298,363,4,9,45500,5,6,2,1,1,2,2.0,2,2,88.09,47,2,2458.0,35695.0,34685.0,10230.0,179572.0,0.0,0.0,32309.0,55928.0,185429.0
299,364,3,7,70000,6,6,16,1,1,1,2.0,2,2,121.02,36,1,320706.0,1609354.0,934539.0,565611.0,3965824.0,30118.0,268133.0,42106.0,120961.0,548963.0
300,365,3,7,13000,4,6,91,1,2,2,2.0,2,2,807.37,34,2,34803.0,213105.0,74949.0,13125.0,613522.0,0.0,0.0,73331.0,55377.0,142066.0
301,366,3,6,2950,2,8,5,2,2,2,2.0,2,2,2314.83,29,1,,,,,,,,,,
302,367,3,5,1500,2,3,1,2,2,2,2.0,2,2,1446.07,25,1,,,,,,,,,,
303,368,3,5,30000,5,5,2,1,2,2,2.0,2,2,377.5,52,1,0.0,331103.0,112650.0,4186.0,276284.0,0.0,10059.0,41303.0,25004.0,95779.0
304,369,2,3,120000,7,8,5,1,1,1,1.0,2,2,317.92,13,2,0.0,191776.0,270084.0,0.0,1749744.0,0.0,281348.0,51174.0,57817.0,630975.0
305,370,4,9,21000,4,6,8,1,1,2,2.0,2,2,360.63,62,1,22602.0,105132.0,55263.0,12103.0,321013.0,0.0,97420.0,50722.0,64014.0,246823.0
306,371,3,5,45500,5,6,12,1,1,2,2.0,2,2,369.79,22,1,46664.0,359180.0,448524.0,18816.0,201659.0,0.0,108698.0,28946.0,110284.0,381874.0
307,372,1,1,2750,2,4,26,1,2,2,2.0,2,2,2739.65,1,1,0.0,0.0,1346.0,0.0,2686.0,0.0,2332.0,0.0,0.0,5629.0
308,373,2,3,40000,5,4,23,1,1,2,,2,2,82.55,64,1,0.0,278746.0,747126.0,0.0,2555514.0,0.0,416232.0,69261.0,98622.0,713937.0
309,374,3,7,33000,5,8,15,1,1,2,2.0,2,2,807.37,36,2,116110.0,3227613.0,1202152.0,0.0,1684266.0,0.0,1348321.0,139189.0,135951.0,638869.0
310,375,2,3,66000,6,1,5,1,1,2,2.0,2,2,404.15,12,2,0.0,44286.0,85864.0,4503.0,2029634.0,0.0,48815.0,4696.0,2913.0,96340.0
311,377,2,4,20500,4,5,5,1,1,2,2.0,1,2,109.96,17,2,0.0,19682.0,72656.0,14792.0,303579.0,839.0,158822.0,20584.0,55856.0,97358.0
312,379,4,9,7700,3,5,25,1,1,2,2.0,2,2,2996.93,47,2,4728.0,42238.0,27073.0,0.0,293965.0,0.0,127828.0,27915.0,52760.0,110973.0
313,382,4,9,66000,6,6,14,1,1,2,2.0,2,2,243.77,43,1,0.0,574371.0,729947.0,0.0,665352.0,0.0,38676.0,3966.0,87628.0,79871.0
314,386,4,9,3000,2,7,15,1,1,2,2.0,2,2,1711.45,43,1,136367.0,30691.0,46815.0,0.0,46624.0,0.0,208857.0,4921.0,1942.0,35986.0
315,387,3,6,41500,5,4,2,1,1,2,2.0,2,2,377.5,31,1,0.0,898209.0,381411.0,0.0,1646828.0,0.0,139160.0,34048.0,126099.0,542818.0
316,388,3,6,7800,3,2,2,1,1,2,2.0,2,2,206.11,29,2,0.0,20293.0,9070.0,0.0,77256.0,0.0,46858.0,25601.0,16728.0,38667.0
